ID,Query,Gold_label,Note,Coding,Definition,Grambank_ID_desc
GB058,Are there possessive classifiers?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if there are elements which are used, but not necessarily obligatory, in possessive constructions, which vary according to the semantic class of the possessor noun or the possessed noun,
2. And these elements are not the same as markers of the noun class/gender system, or other classifier systems such as numeral classifiers,
3. And these elements are not normally used when the noun is used in non-possessive constructions.
4. There need to be at least two markers (i.e. not just a possessive marker and the absence of a possessive marker).","This question concerns whether there is an independent [classifier](https://github.com/grambank/grambank/wiki/Noun-classes-and-classifiers) system in possessive constructions that is not related to other nominal classification systems such as the gender/noun class of the language or numeral classifiers. 

We are concerned with markers that signal the nature of the possessor (possessor classifiers) or the possessum (possessed classifiers). This feature applies to both pronominal/nominal possessors and markers which are [bound or free](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence). Possessive classifiers need not be obligatory, it may also be possible to construct possessive phrases without possessive classifiers.

Differences in the expression of individual, joint, separate and group possession are not relevant here.",GB058 POSSClassifier
GB059,Is the adnominal possessive construction different for alienable and inalienable nouns?,1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. If there are two or more possessive constructions which vary according to the semantic class of the noun being possessed or the nature of the relationship between possessor and possessed,
2. And the difference in the construction does not consist solely of a difference in noun class/gender markers, or other classifier systems such as numeral classifiers that also apply to these categories of nouns in the same way in non-possessive constructions,
3. And the 'inalienable' semantic class associated with one of these strategies contains at least body part terms or at least kinship terms, then code 1.
4. If there are not multiple possessive constructions, or if there are multiple possessive constructions that do not vary based on semantic class of the possessum, code 0.
5. If you code a 1 for this feature, please use the comment field to provide a very brief description of the morphosyntactic distinction between alienable and inalienable possession.","Is there a morpho-syntactic difference in attributive possession that can be ascribed to alienability? 

This feature applies to constructions with both pronominal and nominal possessors. 

Typically, inalienable possession applies to the semantic domains of body parts and kinship, but it is sometimes found in other categories that do not align perfectly with the canonical notion of 'alienability', such as part-whole relationships other than body parts, social relationships other than kinship, or things inherently linked to a person (e.g. a person's voice, mental states, or other attributes).

This feature targets splits in possessive marking where different classes of possessum are associated with different constructions, and where one of those possessum classes includes body parts and/or kinship terms, and possibly other categories that have strong semantic associations with their owners, social relationships, or part-whole relationships.",GB059 POSSAlienability
GB065,What is the pragmatically unmarked order of adnominal possessor noun and possessed noun?,2,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. In the pragmatically unmarked order, if the possessor nominal or independent possessor pronoun precedes the possessum, code 1.
2. In the pragmatically unmarked order, if the possessor nominal or independent possessor pronoun follows the possessum, code 2.
3. If both occur, for example if some possessed nouns precede and some follow, or there is a free choice, then code 3.","This feature focuses on the relative order of possessor and possessum (i.e. that which is possessed) in an adnominal possession construction. Coding should take into consideration only those possession constructions that are pragmatically unmarked (e.g. not focus). This feature applies to both nominal possessors and [independent pronominal](https://github.com/grambank/grambank/wiki/Indexing-vs.-pronouns) possessors. [Affixal](https://github.com/grambank/grambank/wiki/Affixes-and-clitics) marking of possession, by contrast, is coded in features [GB430](https://github.com/grambank/Grambank/wiki/GB430)-[GB433](https://github.com/grambank/Grambank/wiki/GB433).",GB065 POSSPosdPosrOrder
GB068,"Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?",1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if most property words used predicatively receive markers which are used on verbs.
2. Code 1 if neither property words nor predicative verbs receive marking.
3. Code 1 if property words receive the same marking as stative verbs.
4. Code 0 if property words are obligatorily accompanied by elements which are not obligatory with verbs.
5. Code 1 if most examples of property words follow this pattern; code 0 if most do not; code ? if property words are split between this and another pattern.","Do property words used as predicates take on verbal morphology? The predicative property word need not take exactly all verbal marking. If there is at least some marking that verbs and predicative property words share, this counts as 1 (for example, if a language has *he runs* and *he greens*). However, if there is additional morphology or there are additional elements that the property word requires, then this feature should be coded as 0. This should apply to most property words in the language. Property words semantically roughly correspond to adjectives in those languages that have a separate adjective word class. We want to include elements that mark ‘adjectival’ function but that might not be described as ‘adjectives’.",GB068 PredAdjLikeV
GB069,"Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?",0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if adnominal property words receive markers which are used on attributive verbs (e.g. participles or relativized verbs).
2. Code 1 if neither adnominal property words nor attributive verbs receive marking.
3. Code 0 if adnominal property words are obligatorily accompanied by elements which are not obligatory with attributive verbs.
4. Code 1 if some adnominal property words follow this pattern whereas others do not.","Do adnominal property words receive the same treatment as verbs when verbs are used attributively, i.e. inside an NP? The adnominal property word need not take exactly all verbal marking. If there is at least some marking that verbal and adnominal property words share, this counts as 1. The result need not be finite: participles count as attributively used verbs. This means that if the language in question forms modifying verbs by participles (*the running man*) and this is the same for adnominal property word roots (*the redding man*), this counts as 1. Property words semantically correspond to adjectives in those languages that have a separate adjective word class. We want to include elements that mark 'adjectival' function but that might not be described as 'adjectives.'",GB069 AttrAdjLikeV
GB070,Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if core case is at least sometimes marked on noun phrases by means of bound markers (clitics, affixes, tone, etc.).
2. Code 0 if core argument functions are only marked on noun phrases using phonologically free adpositions. 
3. Code 0 if core argument functions are only indicated by means of constituent order.
4. Code 0 if case marking is not mentioned in the grammar or in the examples. Write 'not mentioned' in the comment column.
5. Code ? if you have reason to believe that the author may have missed case markers or specific case-marking functions of other morphemes.","Morphological case involves any type of case marking (or flagging) that is [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) (affixes, clitics, tone, alternation, vowel lengthening, etc.). [Core arguments](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) are those having S, A or P function. If a bound marker distinguishes S from non-S NPs, this counts for a 1 code. Optional marking and marking with portmanteau morphemes (e.g. a marker both indicates that a noun phrase is plural and that it has P function) also count.",GB070 CoreCaseNoun
GB071,Are there morphological cases for pronominal core arguments (i.e. S/A/P)?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if core case can be marked on pronouns using tone, affixation, suppletion, or any other kind of bound marking.  
2. Code 0 if core argument functions are only marked on pronouns with phonologically free adpositions.
3. Code 0 if core argument functions are only indicated using constituent order. 
4. Code 0 if case marking on pronouns is not mentioned in the grammar or in the examples. Write 'not mentioned' in the comment column.
5. Code ? if you have reason to believe that the author may have missed case markers (e.g. because they do not analyze tone) or specific case-marking functions of other morphemes.","This question is about [phonologically independent pronouns](https://github.com/grambank/grambank/wiki/Indexing-vs.-pronouns) only; indexes are irrelevant. Morphological case involves any type of case marking that is [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) (affixes, clitics, tone, alternation, vowel lengthening, etc.). Core arguments are those having [S, A or P function](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)). If a bound marker distinguishes S from non-S pronouns, this counts as 1. Optional marking and marking with portmanteau morphemes (e.g. a marker both indicates that a noun phrase is plural and that it has P function) also count.",GB071 CoreCasePRO
GB072,Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?,1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if an oblique case is marked on nouns or noun phrases using tone, affixation, clitics or any other phonologically bound means.
2. Code 0 if oblique functions are only marked on nouns or noun phrases using phonologically free adpositions.
3. Code 0 if oblique functions are only indicated using constituent order.
4. Code ? if you think there is not enough data or analysis to say whether oblique case is marked on nouns or noun phrases (e.g. because it is not clear whether the marker(s)are phonologically bound, or nothing is mentioned by the author and there are no examples of oblique noun phrases). Mention this in the comment column.","Morphological case involves any type of case marking that is [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) (affixes, clitics, tone, alternation, vowel lengthening, etc.). Oblique NPs are NPs having a function other than [S, A or P](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)), e.g. dative, locative, ablative instrumental, comitative, location in time, etc. If a phonologically free adposition agrees in gender, number or person with the noun phrase, it does not count as a case marker for the purpose of this feature. Note that genitive or possessive are not seen as cases for this feature.",GB072 ObliqueCaseNoun
GB073,Are there morphological cases for independent oblique personal pronominal arguments (i.e. not S/A/P)?,1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Check the grammar's sections on pronouns, case/argument marking, adverbials and simple clauses.
2. Code 1 if oblique case is marked on pronouns using tone, affixation, suppletion, or any other type of bound marking.
3. Code 0 if oblique functions are only marked on pronouns using phonologically free adpositions.
4. Code 0 if oblique functions are only marked using constituent order.
5. Code ? if you think there is not enough data or analysis to say whether oblique case is marked on pronouns (e.g. because it is not clear whether the markers are phonologically bound, or nothing is mentioned by the author and there are no examples of oblique arguments). Mention this in the comment column.","Are phonologically independent personal pronouns morphologically marked for oblique case (i.e. not [S, A or P](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)))? Morphological case involves any type of case marking (or flagging) that is [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) (affixes, clitics, tone, alternation, vowel lengthening, etc.). Suppletion also counts as case marking for this feature. Oblique NPs are NPs having a function other than S, A or P, e.g. dative, locative, ablative, instrumental, comitative, location in time, etc. Note that genitive or possessive are not seen as cases for this feature.",GB073 ObliqueCasePRO
GB074,Are there prepositions?,1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if the grammar mentions prepositions or prepositional proclitics in the language and there is no evidence (in examples) that the author's definition of preposition conflicts with the definition used in Grambank. If the prepositions are phonologically bound, mention this in the comment column.
2. Code 1 if you find examples of prepositions or prepositional proclitics in the language. If the prepositions are phonologically bound, mention this in the comment column.
3. Code 0 if a grammar mentions postpositions or postpositional enclitics, but no prepositions or postpositional proclitics.
4. Code 0 if a grammar mentions that there are no prepositions in the language.
5. Code 0 if a comprehensive grammar does not mention any prepositions in its sections on noun phrases, argument marking, adverbials, or adpositions.
6. Code ? if you suspect that the grammar may have missed that there are preposition in the language (e.g. because it is very short or does not have a comprehensive description of the noun phrase).","A preposition indicates the relationship of a noun phrase to the verb in a clause. This relationship could be circumstantial (e.g. locative, temporal, etc.) or a [core argument function (S, A or P)](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)). A preposition precedes the noun phrase it occurs with. Proclitics with this function count as prepositions in Grambank. This means that [phonological boundness](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) is not relevant to this question. Circumpositions count both as prepositions and as postpositions. Inpositions (which occur somewhere in between words in a noun phrase) do not count as prepositions. Nouns that express the function of an adposition in a possessive construction (e.g. ***inside** of the car* to mean 'in the car') only count if they are visibly grammaticalized and no longer fully behave like nouns. If there is only one preposition, this is enough for a 1 here.",GB074 Prepositions
GB075,Are there postpositions?,1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if the grammar mentions free postpositions or postpositional enclitics in the language and there is no evidence (in examples) that the author's definition of 'postposition' conflicts with the one used in Grambank. If the postpositions are phonologically bound, mention this in the comment column.
2. Code 1 if you find examples of free postpositions or postpositional enclitics in the language. If the postpositions are phonologically bound, mention this in the comment column.
3. Code 0 if a grammar mentions free prepositions or prepositional proclitics, but no free postpositions or postpositional enclitics.
4. Code 0 if a grammar mentions that there are no postpositions in the language.
5. Code 0 if a comprehensive grammar does not mention any postpositions in its sections on noun phrases, argument marking, adverbials, or adpositions.
6. Code ? if you suspect that the grammar may have missed that there are postpositions in the language (e.g. because it is very short or does not have a comprehensive description of the noun phrase).","A postposition indicates the relationship of a noun phrase to the verb in a clause. This relationship could be circumstantial (e.g. locative, temporal, etc.) or a [core argument function (S, A or P)](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)). A postposition follows the noun phrase it occurs with. Enclitics with this function count as postpositions in Grambank. This means that [phonological boundness](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) is not relevant to this question. Circumpositions count as both postpositions and prepositions. Inpositions (which occur somewhere in between words in a noun phrase) do not count as postpositions. Nouns that express the function of an adposition in a possessive construction (e.g. ***inside** of the car* to mean 'in the car') only count if they are visibly grammaticalized and no longer fully behave like nouns. If there is only one postposition, this is enough for a 1 here.",GB075 Postpositions
GB079,"Do verbs have prefixes/proclitics, other than those that only mark A, S or P (do include portmanteau: A & S + TAM)?",1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if the source mentions a phonologically bound prefix or proclitic on the verb which marks something other than [S, A or P](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)). 
2. Code 1 if there is no information on phonological (in)dependence but the prefix or proclitic is orthographically bound to the verb. Add a comment that your analysis is based on orthography here. 
3. Code 1 if you identify a phonologically bound prefix or proclitic in the examples/texts provided in a source.
4. Code 0 if the outcome of affixation is not a verb.
5. Code 0 if a source mentions that there are no prefixes or proclitics on the verb.
6. Code ? if there are examples that contain potential markers but their analysis remains inconclusive.","These [prefixes or proclitics](https://github.com/grambank/grambank/wiki/Affixes-and-clitics) could have a variety of functions, marking TAME, functioning as verbal derivation markers, as inverse markers, relative markers, etc. Only [indexes](https://github.com/grambank/grambank/wiki/Indexing-vs.-pronouns) dedicated to core argument marking do not count. The end result has to be a finite verb and cannot, for example, be a deverbal noun or an adverb. Grambank counts the separate elements of circumfixes as affixes. If one of the elements of a circumfix precedes the host it attaches to, we treat it as a prefix. If one of the elements of a circumfix follows the host it attaches to, we treat it as a suffix.",GB079 VPrefixing
GB080,"Do verbs have suffixes/enclitics, other than those that only mark A, S or P (do include portmanteau: A & S + TAM)?",1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if the source mentions a phonologically bound suffix or enclitic on the verb which marks something other than [A, S or P](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)). 
2. Code 1 if there is no information on phonological (in)dependence but the suffix or enclitic is orthographically bound to the verb. Add a comment that your analysis is based on orthography here. 
3. Code 1 if you identify a phonologically bound suffix or enclitic in the examples/texts provided in a source.
4. Code 0 if the outcome of affixation is not a verb.
5. Code 0 if a source mentions that there are no suffixes or enclitics on the verb.
6. Code ? if there are examples that contain potential markers but their analysis remains inconclusive.","These [suffixes or enclitics](https://github.com/grambank/grambank/wiki/Affixes-and-clitics) could have a variety of functions, marking TAME, functioning as verbal derivation markers, as inverse markers, relative markers, etc. Only [indexes](https://github.com/grambank/grambank/wiki/Indexing-vs.-pronouns) dedicated to core argument marking do not count. The end result has to be a finite verb and cannot, for example, be a deverbal noun or an adverb. Grambank counts the separate elements of circumfixes as affixes. If one of the elements of a circumfix precedes the host it attaches to, we treat it as a prefix. If one of the elements of a circumfix follows the host it attaches to, we treat it as a suffix.",GB080 VSuffixing
GB081,Is there productive infixation in verbs?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if there is at least one productive, grammatically meaningful infix mentioned in the verbal domain. Such infixes may be used for derivational meanings as well as aspectual or voice-changing functions, so grammar sections that describe these functions should be examined for evidence of infixation.
2. Code 0 if infixing reduplication is described in verbs but no non-reduplicative infixes are mentioned. If you find evidence of infixing reduplication in verbs please leave a comment to note the presence of this reduplication pattern.
3. Code 0 if no infixes are mentioned, if only a small number of non-productive infixes are mentioned, or if the only evidence of infixation consists of fossilized forms.","This feature targets the existence of [affixation](https://github.com/grambank/grambank/wiki/Affixes-and-clitics) that is stem-internal, [productive](https://github.com/grambank/grambank/wiki/Productivity), and dedicated to one or more specific grammatical functions. If the only infixation process described for a language involves reduplication, please code 0 but be sure to note in the comments field that infixing reduplication is present. For the purposes of this feature tonal alternations are not considered to be a form of infixation, nor are 'vocalic melodies' as in Semitic languages; these phenomena should be disregarded in coding this feature. Note that the terms 'stem' and 'infix' may be used differently across some grammar writing traditions, so care must be taken to examine the structure of relevant forms rather than relying on the use of these terms. Here we are interested in infixes that occur internal to the base form of a verb that is held in common across inflected forms (called the 'stem' here), rather than affixes that occur between a verb's root or stem and some inflectional affix(es) or clitic(s).",GB081 VInfix
GB082,Is there overt morphological marking of present tense on verbs?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Find the section discussing tense in the grammatical description.
2. If present tense is not explicitly defined, check the description of the other tenses (if there are any).
3. Code 1 if present tense can be marked on the verb by an affix or clitic, suppletion, tonal marking or reduplication.
4. Code 1 if present tense can be marked by a combination of morphology and an auxiliary or particle. In these cases, also code 1 for [GB121](https://github.com/grambank/grambank/wiki/GB121) on tense auxiliaries and/or [GB521](https://github.com/grambank/grambank/wiki/GB521) on tense particles.
4. If present tense is only marked by the absence of other markers, code 0.
5. If the language is described as having a non-past tense and it is overtly marked, code it as 1 for this feature (GB082), but as 0 for the feature on future tense marking [GB084](https://github.com/grambank/Grambank/wiki/GB084). (Granted that marking is morphological, not with a free-standing marker.)","This question aims to capture productive paradigms of overt tense marking. 'Morphological marking on the verb' means that the marker has to form a [phonological unit](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) with the verb. The marking of tense can involve affixes, clitics, suppletion, tonal marking and/or reduplication. This feature aims to capture overt marking of present tense on the verb. Lack of other marking is not enough. There are instances where TAM can be expressed by a combination of an affix and auxiliary or particle. For example some grammarians state that present tense is expressed by a certain aspect on the verbal root and an auxiliary. If this is a [productive](https://github.com/grambank/grambank/wiki/Productivity) and [obligatory](https://github.com/grambank/grambank/wiki/Obligatoriness) way of expressing present tense then such a construction triggers 1 for both this feature (GB082) and the feature on tense auxiliaries ([GB121](https://github.com/grambank/Grambank/wiki/GB121)). If not all parts of the discontinuous marking are necessary for expressing present tense, then only consider the marking that is obligatory.

Sometimes a language is described as having a past/non-past distinction. In this case, if there is an overt marker of non-past code the language as 1 for this feature (GB082), but 0 for the feature on future tense [GB084](https://github.com/grambank/Grambank/wiki/GB084). Future tense needs to be more dedicated to actual future reference, whereas present tense has less strict demands on the scope of its function. This situation is mirrored for future/non-future which results in a 1 for GB082 and GB084 but a 0 for GB083 (if both have over markers). It is however not acceptable for a present tense marker to occur in both future and past contexts.

If there is a tense system with a ""hodiernal"" category, i.e ""the day of speaking"", that also includes past events of the same day, this is permissible to code as a present tense marker.",GB082 PresentBoundV
GB083,Is there overt morphological marking on the verb dedicated to past tense?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Find the section discussing tense in the grammatical description.
2. If past tense is not explicitly defined, check the descriptions of the other tenses and moods (if there are any).
3. Code 1 if past tense can be marked on the verb by an affix or clitic, suppletion, tonal marking or reduplication.
4. Code 1 if past tense can be marked by a combination of morphology and an auxiliary or particle. In these cases, also code 1 for [GB121](https://github.com/grambank/grambank/wiki/GB121) on tense auxiliaries and/or [GB521](https://github.com/grambank/grambank/wiki/GB521) on tense particles.
5. If past tense is only marked by the absence of other markers, code 0.","This question aims to capture [productive](https://github.com/grambank/grambank/wiki/Productivity) paradigms of overt tense marking. ‘Morphological marking on the verb’ means that the marker has to form a [phonological unit](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) with the verb. The marking of tense can involve affixes, clitics, suppletion, tonal marking and/or reduplication. This feature aims to capture overt marking of past tense on the verb. Lack of other marking is not enough. There are instances where TAM can be expressed by a combination of an affix and auxiliary or particle. For example some grammarians state that past tense is expressed by a certain aspect on the verbal root and an auxiliary. If this is a [productive](https://github.com/grambank/grambank/wiki/Productivity) and [obligatory](https://github.com/grambank/grambank/wiki/Obligatoriness) way of expression past tense then this construction triggers 1 for both this feature (GB083) and the feature on tense auxiliaries ([GB121](https://github.com/grambank/Grambank/wiki/GB121)). If the marking of past tense is accomplished by more than one marker and at least one is bound, code 1. If not all parts of the discontinuous marking are necessary for expressing past tense, then only consider the marking that is obligatory.

The past tense marker should be dedicated to past tense and not also mark perfective aspect, present, or future. A non-future marker is not enough for a 1 here.",GB083 PastBoundV
GB084,Is there overt morphological marking on the verb dedicated to future tense?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Find the section discussing tense in the grammatical description.
2. If future tense is not explicitly defined, check the description of the other tenses and moods (if there are any).
3. Code 1 if future tense can be marked on the verb by an affix or clitic, suppletion, tonal marking or reduplication.
4. Code 1 if future tense can be marked by a combination of morphology and an auxiliary or particle. In these cases, also code 1 for [GB121](https://github.com/grambank/grambank/wiki/GB121) on tense auxiliaries and/or [GB521](https://github.com/grambank/grambank/wiki/GB521) on tense particles.
4. If future tense is only marked by the absence of other markers, code 0.
5. If the language is described as having a non-past tense and it is overtly marked, code it as 0 for this feature (GB084) but as 1 for [GB082](https://github.com/grambank/Grambank/wiki/GB082).","This question aims to capture [productive](https://github.com/grambank/grambank/wiki/Productivity) paradigms of overt tense marking. 'Morphological marking on the verb' means that the marker has to form a [phonological unit](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) with the verb. The marking of tense can involve affixes, clitics, suppletion, tonal marking and/or reduplication. This feature aims to capture overt marking of future tense on the verb. Lack of other marking is not enough. There are instances where TAM can be expressed by a combination of an affix and an auxiliary or particle. For example, some grammarians state that future tense is expressed by a certain marker on the verbal root and an auxiliary. If this is a [productive](https://github.com/grambank/grambank/wiki/Productivity) and [obligatory](https://github.com/grambank/grambank/wiki/Obligatoriness) way of expressing future tense then this construction triggers 1 for both this feature (GB084) and the feature on tense auxiliaries ([GB121](https://github.com/grambank/Grambank/wiki/GB121)). If not all parts of the discontinuous marking are necessary for expressing future tense, only consider the marking that is obligatory.

Sometimes a language will be described as having a past/non-past distinction. In this case, if there is an overt marker of non-past code the language as 1 for the feature on present tense ([GB082](https://github.com/grambank/Grambank/wiki/GB082)), but 0 for this feature (GB084). Future tense needs to be more dedicated to actual future reference, whereas present tense has less strict demands on the scope of its function.

It can be hard to distinguish future tense from different modal categories, after all if something is in the future it has not yet occurred and can be construed as something wished for, planned, intended, etc. For this reason, it is necessary to pay particular attention to sections on mood, especially irrealis, when coding for future tense.

If a language only has future tense under negation, this does not count for this feature. It needs to be present for affirmation as well. The reason for this is that conditions such as 'only under negation' are likely to give rise to quite different analysis by different linguists (hence it is hard to ensure comparability) and might also be overlooked. If we were to treat such marginal cases as triggering 1 we would most likely have to go back to a lot of the cases that were coded as 0 and re-evaluate their coding more thoroughly.",GB084 FutureBoundV
GB086,Is a morphological distinction between perfective and imperfective aspect available on verbs?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if perfective or imperfective aspect can be marked on the verb by an affix or clitic, suppletion, tonal marking or reduplication.
2. If only perfective aspect or only imperfective aspect is overly marked, code 1.
3. If there is no marking of aspect at all, code 0.
4. If it is not possible to tease apart present tense and imperfective, and that is the only possible relevant construction in the language for this feature, code as ?.","This feature is concerned with [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) marking of imperfective and perfective grammatical aspects. These categories could go by the name of punctual and continuous, preterit and progressive, etc. The answer could be 1 even if only one of these is overtly marked, e.g. if the imperfective is marked by an affix and the perfective is marked by an auxiliary. 

There are instances where TAM can be expressed by a combination of an affix and auxiliary or particle. For example, some grammarians state that the imperfective aspect is expressed by a certain form on the verbal root and an auxiliary. If this is a [productive](https://github.com/grambank/grambank/wiki/Productivity) and [obligatory](https://github.com/grambank/grambank/wiki/Obligatoriness) way of expressing imperfective aspect then such a construction triggers 1 for both this feature (GB086) and the feature on aspectual auxiliaries ([GB120](https://github.com/grambank/Grambank/wiki/GB120) and/or [GB520](https://github.com/grambank/Grambank/wiki/GB520)). If not all parts of the discontinuous marking are necessary for expressing imperfective aspect, then only consider the marking that is obligatory.

Please take notice that this feature (GB086) and the features on aspectual auxiliaries [GB120](https://github.com/grambank/Grambank/wiki/GB120) and particles [GB520](https://github.com/grambank/Grambank/wiki/GB520) do not cover exactly the same functions. The features on auxiliaries and particles cover more grammatical aspects than just perfective and imperfective. 

If this distinction is only available in some TAM-conditions, this counts as well. For example, if there is no aspectual distinction in the past but it only exists in the present, this still triggers a 1.",GB086 AspectBoundV
GB089,Can the S argument be indexed by a suffix/enclitic on the verb in the simple main clause?,1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Consider the section in the grammar that deals with verbal morphology, specifically the subsections on (pronominal) agreement or argument cross-referencing.
2. Code 1 if there is a phonologically bound element that indexes the S argument on the verb or auxiliary. The index needs to follow the verbal host it is bound to.
3. If there is some variation in the position of the S index conditioned by the verb (e.g. most verbs code the S argument with a suffix, but a couple use a prefix, this might be the case in the so-called split-S/stative-active languages), consider only the patterns which occur with large classes of verbs.
4. If the verb shows overt indexing only with some arguments (e.g. only with animate arguments or only with first person singular arguments, the situation known as differential argument indexing), this still counts as 1.
5. If the S argument is indexed but not by a suffix or enclitic, code 0.
6. If there is no indexing of the S argument, code 0.
7. If only a small set of verbs (fewer than a dozen) indexes S arguments, code 0.
8. Ignore all other ways of indexing arguments (e.g. via a stem alternation, stress or tone), they are not covered by any of the Grambank features.","Is there a [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) [S argument](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) [index](https://github.com/grambank/grambank/wiki/Indexing-vs.-pronouns) that follows its verbal host (i.e. attaches to it as a [suffix or an enclitic](https://github.com/grambank/grambank/wiki/Affixes-and-clitics))?",GB089 S-ArgSfxV
GB090,Can the S argument be indexed by a prefix/proclitic on the verb in the simple main clause?,1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Consider the section in the grammar that deals with verbal morphology, specifically the sections on (pronominal) agreement or argument cross-referencing.
2. Code 1 if there is a phonologically bound element that indexes the S argument on the verb or auxiliary. The index needs to precede the verbal host it is bound to.
3. If there is some variation in the position of the S index conditioned by the verb (e.g. most verbs code the S argument with a suffix, but a couple use a prefix, this might be the case in the so-called split-S/stative-active languages), consider only the patterns which occur with large classes of verbs.
4. If the verb shows overt indexing only with some arguments (e.g. only with animate arguments or only with first person singular arguments, the situation known as differential argument indexing), this still counts as 1.
5. If the S argument is indexed but not by a prefix or proclitic, code 0.
6. If there is no indexing of the S argument, code 0.
7. If only a small set of verbs (fewer than a dozen) indexes S arguments, code 0.
8. Ignore all other ways of indexing arguments (e.g. via a stem alternation, stress or tone), they are not covered by any of the Grambank features.","Is there a [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) [S argument](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) [index](https://github.com/grambank/grambank/wiki/Indexing-vs.-pronouns) that precedes its verbal host (i.e. attaches to it as a [prefix or a proclitic](https://github.com/grambank/grambank/wiki/Affixes-and-clitics))?",GB090 S-ArgPfxV
